Actual Item Code,Item Name,Corrected Name,Sub-Category,Category,Category for Incentive,Veg/Non veg,Chicken/Mutton,Value Offering Cat,Value Offering Sub-Cat,Innovation,Innovation Sub-cat,Unique,Combos to be excl for Item count report,ad
1TSNDC089,Meal for two Veg+6pc ptk+2bv,Meal for 2 (Veg),Meal for 2,Combos,Combos,Veg,Other,Value Offering,Sharing Combos,Other Launch,Combos 2.0,NULL,NULL,NULL
1TSNDC087,FamilyTreat 2Nmb+8pc ctk+4bv,Family Treat (Mutton),Family Treat,Combos,Combos,Non-Veg,Mutton,Value Offering,Abundant,Other Launch,Combos 2.0,NULL,NULL,NULL
1VJDC087,FamilyTreat 2Nmb+8pc ctk+4bv,Family Treat (Mutton),Family Treat,Combos,Combos,Non-Veg,Mutton,Value Offering,Abundant,Other Launch,Combos 2.0,NULL,NULL,NULL
1VJDC088,Meal for two Egg+6pc ctk+2bv,Meal for 2 (Egg),Meal for 2,Combos,Combos,Non-Veg,Other,Value Offering,Sharing Combos,Other Launch,Combos 2.0,NULL,NULL,NULL
1VJDC089,Meal for two Veg+6pc ptk+2bv,Meal for 2 (Veg),Meal for 2,Combos,Combos,Veg,Other,Value Offering,Sharing Combos,Other Launch,Combos 2.0,NULL,NULL,NULL
1VZDC088,Meal for two Egg+6pc ctk+2bv,Meal for 2 (Egg),Meal for 2,Combos,Combos,Non-Veg,Other,Value Offering,Sharing Combos,Other Launch,Combos 2.0,NULL,NULL,NULL
1VZDC089,Meal for two Veg+6pc ptk+2bv,Meal for 2 (Veg),Meal for 2,Combos,Combos,Veg,Other,Value Offering,Sharing Combos,Other Launch,Combos 2.0,NULL,NULL,NULL
1VZDC087,FamilyTreat 2Nmb+8pc ctk+4bv,Family Treat (Mutton),Family Treat,Combos,Combos,Non-Veg,Mutton,Value Offering,Abundant,Other Launch,Combos 2.0,NULL,NULL,NULL
1HBD0346,Royal Fiery Mutton Kofta Biryani,Royal Fiery Mutton Kofta Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0349,Royal Fiery Mutton Kofta Biryani,Royal Fiery Mutton Kofta Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0346,Royal Fiery Mutton Kofta Biryani,Royal Fiery Mutton Kofta Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0349,Royal Fiery Mutton Kofta Biryani,Royal Fiery Mutton Kofta Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0347,Nizami Fiery Mutton Kofta Biryani,Nizami Fiery Mutton Kofta Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0350,Nizami Fiery Mutton Kofta Biryani,Nizami Fiery Mutton Kofta Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0347,Nizami Fiery Mutton Kofta Biryani,Nizami Fiery Mutton Kofta Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0350,Nizami Fiery Mutton Kofta Biryani,Nizami Fiery Mutton Kofta Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0348,Paneer Biryani,Paneer Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0351,Paneer Biryani,Paneer Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0348,Paneer Biryani,Paneer Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0351,Paneer Biryani,Paneer Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0352,Curd Rice,Curd Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0354,Curd Rice,Curd Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0352,Curd Rice,Curd Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0354,Curd Rice,Curd Rice,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0353,Dal Khichadi,Dal Khichadi,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBD0355,Dal Khichadi,Dal Khichadi,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0353,Dal Khichadi,Dal Khichadi,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1HBT0355,Dal Khichadi,Dal Khichadi,Rice,Indian,Indian,Veg,Other,NULL,NULL,Innovation,Rice Variety,NULL,NULL,NULL
1AP00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1BL00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1CH00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1GG00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1KO00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1TS00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VJ00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VZ00196,Kala Khatta,Kala Khatta,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1AP00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1BL00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1CH00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1GG00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1KO00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1TS00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VJ00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VZ00197,Fresh Lime Soda,Fresh Lime Soda,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1APNUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1BLNUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1BLUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1CHNUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1GGNUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1KONUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1TSNUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VJUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VZUP083,Royal Chicken with Chicken Tikka Kebab Roll,RCB With Chicken Tikka Roll,Rolls,Snackers,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1APUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1BLUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1CHUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1GGUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1KOUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VJUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VZUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1TSUP079,Kebab Roll- Chicken Tikka ( 2 noÆs ),Rolls Combo-2 Chicken,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1APUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1BLUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1CHUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1GGUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1KOUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VJUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VZUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1TSUP080,Kebab Roll- Paneer Tikka ( 2 noÆs ),Rolls Combo-2 Paneer,Rolls,Snackers,Rolls,Veg,Paneer,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1APUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1BLUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1CHUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1GGUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1KOUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VJUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VZUP081,Egg Roll ( 2 no’s ),Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1TSUP081,Egg Roll ( 2 noÆs ),Rolls Combo-2 Egg,Rolls,Snackers,Rolls,Non-Veg,Egg,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1APUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1BLUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1CHUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1GGUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1KOUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1TSUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VJUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1VZUP082,Kebab Roll Combo,Kebab Roll Combo,Rolls,Snackers,Rolls,Non-Veg,Chicken,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1AP00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1BL00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1CH00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1GG00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1HB00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1KO00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1TS00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VJ00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1VZ00199,Fresh Lime Soda,Fresh Lime Soda Pet Bottle 250 ML,Soda,Beverages,Beverages,Beverages,Other,NULL,NULL,Innovation,Beverages,NULL,NULL,NULL
1DUMMY001,2 Delicious roll combos,Roll Combo - 2,Rolls,Snackers,Rolls,Other,Other,Value Offering,Sharing Combos,Innovation,Rolls,NULL,NULL,NULL
1HBT0357,Chicken Mandi (Full),Chicken Mandi (Full),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBT0358,Chicken Mandi (Half),Chicken Mandi (Half),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
2BV10118,Schweppes Water 500 ML,Schweppes Water 500 ML,Water,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1APD0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1APT0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1APD0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1APT0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1BLD0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1BLT0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHD0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHT0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TSD0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TST0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJD0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZD0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0340,Green Pepper Kebab,Green Pepper Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1APD0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1APT0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1BLD0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1BLT0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHD0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHT0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TSD0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1TST0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJD0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZD0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0341,Soya Tikka Kebab,Soya Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1AP00191,Lassi,Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Other Launch,Beverages,NULL,NULL,NULL
1TS00191,Lassi,Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Other Launch,Beverages,NULL,NULL,NULL
1HBD0356,Chicken Mandi (Half),Chicken Mandi (Half),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBD0357,Chicken Mandi (Full),Chicken Mandi (Full),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBD0358,Chicken Mandi (Half),Chicken Mandi (Half),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBD0359,Chicken Mandi (Full),Chicken Mandi (Full),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBT0356,Chicken Mandi (Half),Chicken Mandi (Half),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBT0359,Chicken Mandi (Full),Chicken Mandi (Full),Mandi,Biryani,Mandi,Non-Veg,Chicken,NULL,NULL,Innovation,Mandi,NULL,NULL,NULL
1HBD0360,Chicken Shawarma Rumali,Chicken Shawarma Rumali,Shawarma,Snackers,Shawarma,Non-Veg,Chicken,NULL,NULL,Innovation,Shawarma,NULL,NULL,NULL
1HBD0361,Chicken Shawarma Khubus,Chicken Shawarma Khubus,Shawarma,Snackers,Shawarma,Non-Veg,Chicken,NULL,NULL,Innovation,Shawarma,NULL,NULL,NULL
1HBT0360,Chicken Shawarma Rumali,Chicken Shawarma Rumali,Shawarma,Snackers,Shawarma,Non-Veg,Chicken,NULL,NULL,Innovation,Shawarma,NULL,NULL,NULL
1HBT0361,Chicken Shawarma Khubus,Chicken Shawarma Khubus,Shawarma,Snackers,Shawarma,Non-Veg,Chicken,NULL,NULL,Innovation,Shawarma,NULL,NULL,NULL
1HBD0364,Paradise Crispy Chicken,Crispy Chicken (4 Pc),Crispy Chicken,Snackers,Crispy Chicken,Non-Veg,Chicken,NULL,NULL,Innovation,Crispy Chicken,NULL,NULL,NULL
1HBD0366,Paradise Crispy Chicken,Crispy Chicken (2 Pc),Crispy Chicken,Snackers,Crispy Chicken,Non-Veg,Chicken,NULL,NULL,Innovation,Crispy Chicken,NULL,NULL,NULL
1HBT0364,Paradise Crispy Chicken,Crispy Chicken (4 Pc),Crispy Chicken,Snackers,Crispy Chicken,Non-Veg,Chicken,NULL,NULL,Innovation,Crispy Chicken,NULL,NULL,NULL
1HBT0366,Paradise Crispy Chicken,Crispy Chicken (2 Pc),Crispy Chicken,Snackers,Crispy Chicken,Non-Veg,Chicken,NULL,NULL,Innovation,Crispy Chicken,NULL,NULL,NULL
1HBD0380,Chicken Tikka Kebab (3pcs),Chicken Tikka Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0388,Chicken Tikka Kebab (6pcs),Chicken Tikka Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0384,Aachari Chicken Kebab (3pcs),Aachari Chicken Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0392,Aachari Chicken Kebab (6pcs),Aachari Chicken Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0385,Bhatti Ka Murgh Kebab (3pcs),Bhatti Ka Murgh Kebab (3pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
1HBD0393,Bhatti Ka Murgh Kebab (6pcs),Bhatti Ka Murgh Kebab (6pcs),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Other Launch,Combo Option,NULL,NULL,NULL
