Actual Item Code,Item Name,Corrected Name,Sub-Category,Category,Category for Incentive,Veg/Non veg,Chicken/Mutton,Value Offering Cat,Value Offering Sub-Cat,Innovation,Innovation Sub-cat,Unique,Combos to be excl for Item count report,ad
7PK10220,Packaging Bag Charge 1,Packaging Bag Charge 1,Carry Bag,Packaging,Packaging,Packaging,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10221,Packaging Bag Charge 2,Packaging Bag Charge 2,Carry Bag,Packaging,Packaging,Packaging,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
1GGD0004,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1GGD0014,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0008,Egg  Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0007,Special Non-veg Biryani,Special Non-veg Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0120,Achaari Chutney Murgh Kebab (Full),Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1GGD0121,Achaari Chutney Murgh Kebab (Half),Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1GGD0122,Chettinadu Murgh Kebab,Chettinadu Murgh Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0125,Chicken Kalmi Kebab,Chicken Kalmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0128,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0134,Lal Mirchi Murgh Tikka Kebab,Lal Mirchi Murgh Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0135,Morraccan Chicken Kebab,Morraccan Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0090,Paradise Special Chicken,Paradise Special Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0102,Paradise Special Mutton,Paradise Special Mutton,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10060,Schweppes Water 1 LT,Schweppes Water 1 LT,Water,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0184,Vegetable Samosa,Vegetable Samosa,Samosa,Bakery,Bakery,Veg,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1GGT0010,Mutton Biryani Family Pack,Mutton Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0121,Achaari Chutney Murgh Kebab (Half),Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
2BV10059,Bisleri Water 1 LT,Bisleri Water 1 LT,Water,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0184,Vegetable Samosa,Vegetable Samosa,Samosa,Bakery,Bakery,Veg,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1GGT0120,Achaari Chutney Murgh Kebab (Full),Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0080,Veg Biryani Meal,Veg Biryani Meal,Tray Meals,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0001,Chicken Biryani Family Pack,Chicken Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,Other Launch,Chicken Biryani Family Pack,NULL,NULL,NULL
1VZT0005,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1VZT0010,Mutton Biryani Family Pack,Mutton Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0014,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1VZT0008,Egg Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0017,Supreme Veg Biryani Pack,Supreme Veg Biryani Pack,Supreme Packs,Biryani,Biryani,Veg,Other,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1VZT0018,Veg Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0019,Veg Biryani Family Pack,Veg Biryani Family Pack,Family Packs,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0120,Achaari Chutney Murgh Kebab (Full),Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0122,Chettinadu Murgh Kebab,Chettinadu Murgh Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0125,Chicken Kalmi Kebab,Chicken Kalmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0126,Chicken Kalmi Kebab (Half),Chicken Kalmi Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0128,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0133,Chicken Tikka Kebab (Half),Chicken Tikka Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0134,Lal Mirchi Murgh Tikka Kebab,Lal Mirchi Murgh Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0135,Morraccan Chicken Kebab,Morraccan Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0136,Takeaway Chicken Kebab Platter,Takeaway Chicken Kebab Platter,Platter,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0090,Paradise Special Chicken,Paradise Special Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0102,Paradise Special Mutton,Paradise Special Mutton,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0004,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1VZD0011,Nizami  Mutton Biryani,Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0014,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0008,Egg  Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0018,Veg  Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0007,Special Non-veg Biryani,Special Non-veg Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0120,Achaari Chutney Murgh Kebab (Full),Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZD0122,Chettinadu Murgh Kebab,Chettinadu Murgh Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0125,Chicken Kalmi Kebab,Chicken Kalmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0126,Chicken Kalmi Kebab (Half),Chicken Kalmi Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0128,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0129,Chicken Reshmi Kebab (Half),Chicken Reshmi Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0134,Lal Mirchi Murgh Tikka Kebab,Lal Mirchi Murgh Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0135,Morraccan Chicken Kebab,Morraccan Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0090,Paradise Special Chicken,Paradise Special Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0102,Paradise Special Mutton,Paradise Special Mutton,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0167,Gajar ka Halwa,Gajar ka Halwa,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10105,VEDICA NATURAL MINERAL WATER 1LT,VEDICA NATURAL MINERAL WATER 1LT,Water,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10066,Fanta Bib 20Lt,Fanta Bib 20Lt,Soft Drinks,Beverages,Beverages,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000116,Pineapple Juice ,Pineapple Juice,Juices,Beverages,Beverages,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000125,Vanilla Milk Shake ,Vanilla Milk Shake,Milk Shakes,Beverages,Beverages,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0184,Vegetable Samosa,Vegetable Samosa,Samosa,Bakery,Bakery,Bakery,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1VZT0167,Gajar ka Halwa,Gajar ka Halwa,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7PK10084,Packaging Charges,Packaging Bag Charge 7,Carry Bag,Packaging,Packaging,Packaging,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
1CHT0001,Chicken Biryani Family Pack,Chicken Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Other Launch,Chicken Biryani Family Pack,NULL,NULL,NULL
1CHT0005,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1CHT0010,Mutton Biryani Family Pack,Mutton Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0014,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0008,Egg Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0017,Supreme Veg Biryani Pack,Supreme Veg Biryani Pack,Supreme Packs,Biryani,Biryani,Veg,Other,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1CHT0018,Veg Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0019,Veg Biryani Family Pack,Veg Biryani Family Pack,Family Packs,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0120,Achaari Chutney Murgh Kebab (Full),Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHT0121,Achaari Chutney Murgh Kebab (Half),Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHT0122,Chettinadu Murgh Kebab,Chettinadu Murgh Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0125,Chicken Kalmi Kebab,Chicken Kalmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0128,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0133,Chicken Tikka Kebab (Half),Chicken Tikka Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0134,Lal Mirchi Murgh Tikka Kebab,Lal Mirchi Murgh Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0135,Morraccan Chicken Kebab,Morraccan Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0136,Takeaway Chicken Kebab Platter,Takeaway Chicken Kebab Platter,Platter,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0090,Paradise Special Chicken,Paradise Special Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0102,Paradise Special Mutton,Paradise Special Mutton,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0167,Gajar ka Halwa,Gajar ka Halwa,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0004,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1CHD0014,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0008,Egg  Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0018,Veg  Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0007,Special Non-veg Biryani,Special Non-veg Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0121,Achaari Chutney Murgh Kebab (Half),Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1CHD0122,Chettinadu Murgh Kebab,Chettinadu Murgh Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0125,Chicken Kalmi Kebab,Chicken Kalmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0128,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0134,Lal Mirchi Murgh Tikka Kebab,Lal Mirchi Murgh Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0135,Morraccan Chicken Kebab,Morraccan Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0090,Paradise Special Chicken,Paradise Special Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0102,Paradise Special Mutton,Paradise Special Mutton,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHD0167,Gajar ka Halwa,Gajar ka Halwa,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1CHT0184,Vegetable Samosa,Vegetable Samosa,Samosa,Bakery,Bakery,Bakery,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1CHD0120,Achaari Chutney Murgh Kebab (Full),Aachari Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
10000085,Fruit Biscuits,Fruit Biscuits,Biscuits,Bakery,Bakery,Bakery,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0074,Chicken Biryani Meal,Chicken Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0078,Mutton Biryani Meal,Mutton Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0075,Egg Biryani Meal,Egg Biryani Meal,Tray Meals,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0002,Nizami Chicken Biryani,Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0003,Royal Chicken Biryani,Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0004,Special Chicken Biryani,Special Chicken Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0011,Nizami Mutton Biryani,Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0012,Royal Mutton Biryani,Royal Mutton Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0013,Special Mutton Biryani,Special Mutton Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0009,Single Egg Biryani,Royal Egg Biryani,Royal,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0016,Single Veg Biryani,Royal Veg Biryani,Royal,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0020,Veg Dum Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0123,Chicken Garlic Kebab,Chicken Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0126,Kalmi Kebab Half,Kalmi Kebab Half,Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0131,Chicken Sheek Kebab,Chicken Sheek Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0132,Chicken Tikka Kebab,Chicken Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0137,Tandoori Chicken (Full),Tandoori Chicken ( Full),Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0138,Tandoori Chicken (Half),Tandoori Chicken ( Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0145,Paneer Tikka Kebab,Paneer Tikka Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0141,Fish Tikka Kebab,Fish Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Fish,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1GGT0081,Butter Chicken Boneless,Butter Chicken Boneless,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0087,Chicken Tikka Masala,Chicken Tikka Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0091,Tandoori Chicken Masala,Tandoori Chicken Masala,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0107,Dal Fry,Dal Fry,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0108,Dal Makhani,Dal Makhani,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0110,Kadai Paneer,Kadai Paneer,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0115,Nizami Handi,Nizami Handi,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0117,Paneer Butter Masala,Paneer Butter Masala,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0036,Chicken 65,Chicken 65,Starters,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0066,Paneer 65,Paneer 65,Starters,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0156,Butter Naan,Butter Naan,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0157,Butter Roti,Butter Roti,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0158,Garlic Naan,Garlic Naan,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0160,Plain Naan,Plain Naan,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0164,Tandoori Roti,Tandoori Roti,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0165,Double Ka Meetha,Double Ka Meetha,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0170,Khubani Ka Meetha,Khubani Ka Meetha,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10072,Coke Zero 330 Ml,Coke Zero 330 Ml,Soft Drinks,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0021,Biryani Raita ,Biryani Raita,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGT0027,Mirchi Ka Salan,Mirchi Ka Salan,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0002,Nizami Chicken Biryani,Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0003,Royal Chicken Biryani,Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0191,Mutton Kheema Biryani,Mutton Kheema Biryani,Other,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0193,Soya Kheema Biryani,Soya Kheema Biryani,Other,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0194,Chicken Kheema Biryani,Chicken Kheema Biryani,Other,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0011,Nizami Mutton Biryani,Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0012,Royal Mutton Biryani,Royal Mutton Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0020,Veg Dum Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0123,Chicken Garlic Kebab,Chicken Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0126,Kalmi Kebab Half,Kalmi Kebab Half,Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0127,Chicken Kebab Platter,Chicken Kebab Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0131,Chicken Sheek Kebab,Chicken Sheek Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1GGD0132,Chicken Tikka Kebab,Chicken Tikka Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
